,_time,id,count
498,2023-09-18 08:55:00+00:00,line_1,
499,2023-09-18 09:00:00+00:00,line_1,
500,2023-09-18 09:05:00+00:00,line_1,
501,2023-09-18 09:10:00+00:00,line_1,
502,2023-09-18 09:15:00+00:00,line_1,
503,2023-09-18 09:20:00+00:00,line_1,
504,2023-09-18 09:25:00+00:00,line_1,
505,2023-09-18 09:30:00+00:00,line_1,
506,2023-09-18 09:35:00+00:00,line_1,
507,2023-09-18 09:40:00+00:00,line_1,
508,2023-09-18 09:45:00+00:00,line_1,
509,2023-09-18 09:50:00+00:00,line_1,
510,2023-09-18 09:55:00+00:00,line_1,
511,2023-09-18 10:00:00+00:00,line_1,
512,2023-09-18 10:05:00+00:00,line_1,
513,2023-09-18 10:10:00+00:00,line_1,
514,2023-09-18 10:15:00+00:00,line_1,
515,2023-09-18 10:20:00+00:00,line_1,
516,2023-09-18 10:25:00+00:00,line_1,
517,2023-09-18 10:30:00+00:00,line_1,
518,2023-09-18 10:35:00+00:00,line_1,
519,2023-09-18 10:40:00+00:00,line_1,
520,2023-09-18 10:45:00+00:00,line_1,
521,2023-09-18 10:50:00+00:00,line_1,
522,2023-09-18 10:55:00+00:00,line_1,
523,2023-09-18 11:00:00+00:00,line_1,
524,2023-09-18 11:05:00+00:00,line_1,
525,2023-09-18 11:10:00+00:00,line_1,
526,2023-09-18 11:15:00+00:00,line_1,
527,2023-09-18 11:20:00+00:00,line_1,
528,2023-09-18 11:25:00+00:00,line_1,
529,2023-09-18 11:30:00+00:00,line_1,
530,2023-09-18 11:35:00+00:00,line_1,
531,2023-09-18 11:40:00+00:00,line_1,
532,2023-09-18 11:45:00+00:00,line_1,
533,2023-09-18 11:50:00+00:00,line_1,
534,2023-09-18 11:55:00+00:00,line_1,
535,2023-09-18 12:00:00+00:00,line_1,
536,2023-09-18 12:05:00+00:00,line_1,
537,2023-09-18 12:10:00+00:00,line_1,
538,2023-09-18 12:15:00+00:00,line_1,
539,2023-09-18 12:20:00+00:00,line_1,
540,2023-09-18 12:25:00+00:00,line_1,
541,2023-09-18 12:30:00+00:00,line_1,
542,2023-09-18 12:35:00+00:00,line_1,
543,2023-09-18 12:40:00+00:00,line_1,
544,2023-09-18 12:45:00+00:00,line_1,
545,2023-09-18 12:50:00+00:00,line_1,
546,2023-09-18 12:55:00+00:00,line_1,
547,2023-09-18 13:00:00+00:00,line_1,
548,2023-09-18 13:05:00+00:00,line_1,
549,2023-09-18 13:10:00+00:00,line_1,
550,2023-09-18 13:15:00+00:00,line_1,
551,2023-09-18 13:20:00+00:00,line_1,
552,2023-09-18 13:25:00+00:00,line_1,
553,2023-09-18 13:30:00+00:00,line_1,
554,2023-09-18 13:35:00+00:00,line_1,
555,2023-09-18 13:40:00+00:00,line_1,
556,2023-09-18 13:45:00+00:00,line_1,
557,2023-09-18 13:50:00+00:00,line_1,
558,2023-09-18 13:55:00+00:00,line_1,
559,2023-09-18 14:00:00+00:00,line_1,
560,2023-09-18 14:05:00+00:00,line_1,
561,2023-09-18 14:10:00+00:00,line_1,
562,2023-09-18 14:15:00+00:00,line_1,
563,2023-09-18 14:20:00+00:00,line_1,
564,2023-09-18 14:25:00+00:00,line_1,
565,2023-09-18 14:30:00+00:00,line_1,
566,2023-09-18 14:35:00+00:00,line_1,
567,2023-09-18 14:40:00+00:00,line_1,
568,2023-09-18 14:45:00+00:00,line_1,
569,2023-09-18 14:50:00+00:00,line_1,
570,2023-09-18 14:55:00+00:00,line_1,
571,2023-09-18 15:00:00+00:00,line_1,
572,2023-09-18 15:05:00+00:00,line_1,
573,2023-09-18 15:10:00+00:00,line_1,
574,2023-09-18 15:15:00+00:00,line_1,
575,2023-09-18 15:20:00+00:00,line_1,
576,2023-09-18 15:25:00+00:00,line_1,
577,2023-09-18 15:30:00+00:00,line_1,
578,2023-09-18 15:35:00+00:00,line_1,
